prompt_id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,cluster
1,-0.31931262057258564,0.7155921490903459,0.09357862582807365,-1.0591636598637462,1.6139488039549967,-0.4252760726461154,-0.6540350151288293,-1.0209728174070603,1.1965971575644363,0.313345291430753,0
2,-1.598852115225382,1.0310370002788438,-0.03809599318745096,-1.7790479843782847,0.06465418236729241,-0.23272834807007747,1.5316402817575776,0.8515795471841934,1.7591708030615314,1.0050385590024822,2
3,0.4799444943891381,-0.8444137894497175,0.606286903449482,-0.4314249823820213,-0.8172635415415722,-0.049604089853384076,-0.8806916172866541,-0.314533505428271,0.6063897112918815,2.101703662342843,0
4,-1.2458607281950806,0.3137816133913337,0.16120343241853435,-0.42762814582383063,-2.235595005530076,-1.1832556868065232,0.2742700256345287,0.571420033386577,0.9717363561788268,0.17096542007275245,2
5,-2.139416147535373,2.1275949012589783,-1.405886999690414,0.07549362243167523,-0.24581110742665652,0.7979834243250898,-0.15615042594846004,-1.804813851343916,-1.3382940160802541,-1.6144452493597736,2
6,1.5803542801646966,-0.3191857653788618,-0.9519299284106605,-1.112639454835986,0.45031164712451865,-0.3859848678479043,-0.9555359603814008,-0.7721220675649115,-1.037607343181512,0.05300759707316556,0
7,-0.12835873741619427,-0.13727080977984865,-0.19488726927474906,0.8187991005427744,0.21014215855035034,0.03333277943372725,0.8233598613802887,2.0000951914390392,-1.2707679443561546,2.0933724962045246,1
8,-0.16585550765475593,-0.7041555591303437,2.002572093008855,0.3628981352901995,-0.9930715269033865,-1.0665558279116272,0.47964758412206754,-0.3721796390395762,1.2828516893658728,1.9135882973338354,3
9,-1.6048671251118043,0.01998419629359181,-0.16521129809731944,-1.4518296225272234,0.48185761690183904,-0.38655377545358627,0.819903917260343,-0.06012912065796014,1.2314901753083671,0.016321905544883483,3
10,-1.5504861622828887,0.7518687151219325,-0.3433430009784974,0.7263104125329934,0.33687180571670555,-0.619578612318116,-3.8138118008719326,1.4229498944813577,0.9279171889275709,0.1003572562847456,0
11,-1.8785397223886444,0.6575921324711409,0.9733528966518414,-0.10898343467523351,-0.764819708832871,-0.6178958032919952,-0.6613490054852698,0.14575036351581444,0.9973097280793428,-0.07587742744746544,2
12,1.4621446814524435,0.01786325433417832,-0.6708875053181123,-0.9219205628179675,-0.6407889101379888,0.9659395487952628,0.028593383953574702,0.44893483522735134,-0.4969391002758526,-0.13633400258538525,0
13,1.6244288815274492,0.9052926582945635,-0.17252858796661466,-0.20214678959281607,0.08782345989937838,1.2597358817391837,1.136563035429637,-0.09294577775903257,-1.2710520190734906,-0.22183427319667012,1
14,-1.6428633905049583,0.7561741986230475,0.2145867510893203,2.5373095941647494,-1.4947686112623513,1.4620168278151509,-0.2562727389023562,-1.9547870599067168,-0.44253027400361483,-1.4428557611441362,2
15,-1.8914665106728124,-0.5014030382010265,-0.1976365525302324,-0.07204903054526889,0.5207029877821374,-1.22852951579972,1.8351433394620567,0.4421914351285387,0.6985154086890092,1.3520254603234345,3
16,0.12681881468476378,0.5740931418865858,1.234849338041756,0.11512933477528935,1.1148862672347326,-0.9732562735591261,-1.2660313238146992,-0.7378089971930868,-0.1464612966487853,-0.5470561910635975,0
17,-0.1906984021282011,0.0025844286400716378,0.10271137193120318,0.3157534506216924,0.25924780977826006,-1.7844261650412985,1.4451705706896012,0.3862458023913697,1.2216856008657895,0.5770114665926682,3
18,1.3916769238059856,0.5436397155611692,-1.229417672653179,-0.016195332078118144,0.8529371092996273,-2.0722356539253832,-0.45171601803590283,-0.9188112983376341,0.3402856145086352,1.64101444648491,0
